Name,auction_value,Position
Mitchell Tyranski,6214996327541223.0,Pitcher
Raul Brito,6221676408423410.0,Pitcher
Ryan Ramsey,6229116540842662.0,Pitcher
Thomas White,6232333976262422.0,Pitcher
Mauricio Estrella,6240239512279463.0,Pitcher
Hung-Leng Chang,6243119633290872.0,Pitcher
Ashton Izzi,6243766376735311.0,Pitcher
Riley Cornelio,6247583479286276.0,Pitcher
Logan Evans,6265312440753094.0,Pitcher
Reid Johnston,6270798762898086.0,Pitcher
John King,6285730614273897.0,Pitcher
Michael Sansone,6294911929434981.0,Pitcher
D.J. McCarty,6298855999670624.0,Pitcher
Brendan Beck,6313335052220623.0,Pitcher
Juan Bello,6318006909344141.0,Pitcher
Connor Thomas,6319411711682299.0,Pitcher
Jairo Solis,6321459853361897.0,Pitcher
Angel Roman,6323813231342965.0,Pitcher
Estibenzon Jimenez,6329293648604037.0,Pitcher
Cooper Chandler,6332023233718551.0,Pitcher
Julio Rodriguez,6333720483152232.0,Pitcher
Tim Naughton,6335424526574745.0,Pitcher
Ross Carver,6343668118861558.0,Pitcher
Hayden Minton,6346136034573303.0,Pitcher
Jorge Marcheco,6349077663657711.0,Pitcher
Wyatt Mills,6351551968994475.0,Pitcher
Tanner Hall,6352036669114294.0,Pitcher
Walin Castillo,6360985372271368.0,Pitcher
Jose Fleury,6363349180214293.0,Pitcher
Ryan Miller,6369458160061468.0,Pitcher
Kohl Franklin,6375785839935959.0,Pitcher
Josh Grosz,6377737075223705.0,Pitcher
Anthony Kay,6388806824558464.0,Pitcher
Scott Blewett,6391667802641481.0,Pitcher
Tanner Andrews,6419794203243074.0,Pitcher
Luis Medina,6421703211110257.0,Pitcher
Anthony Simonelli,6436574028747113.0,Pitcher
Lael Lockhart,6437138475493774.0,Pitcher
Hunter Gregory,6439610294583649.0,Pitcher
Bryan Chi,6441335894010381.0,Pitcher
Carson Pierce,6446250414375727.0,Pitcher
Raúl Alcantara,6458466791705145.0,Pitcher
Alec Baker,6460958933437902.0,Pitcher
Justin Lawson,6476481701172123.0,Pitcher
Juan Daniel Encarnacion,6479051383052852.0,Pitcher
Isaiah Campbell,6482198180298841.0,Pitcher
Carter Spivey,6485467628296412.0,Pitcher
Owen Wild,6487347683195693.0,Pitcher
Reid Schaller,6502640583105588.0,Pitcher
Christian MacLeod,6515441614126461.0,Pitcher
K.C. Hunt,6520787908374315.0,Pitcher
Jack Carey,6527935816485056.0,Pitcher
Ian Mejia,6530566475548688.0,Pitcher
Victor Lizarraga,6536072423640298.0,Pitcher
Henry Williams,6540656260846989.0,Pitcher
Logan Martin,6541629543143529.0,Pitcher
Franklin Gomez,6550477334636222.0,Pitcher
Michael Kennedy,6556987502074533.0,Pitcher
Bailey Dees,6557988555148817.0,Pitcher
Davis Polo,6573395407913078.0,Pitcher
Drew McDaniel,6573911378612536.0,Pitcher
John Klein,6575634022749522.0,Pitcher
Trenton Wallace,6576301893469666.0,Pitcher
Ike Buxton,6581425213385557.0,Pitcher
Fineas Del Bonta-Smith,6585962436493943.0,Pitcher
Angel Cuenca,6588210087457482.0,Pitcher
Justin Garza,6588367126313574.0,Pitcher
Edgar Moreta,6588373884065167.0,Pitcher
Benjamin Arias,6591875674201412.0,Pitcher
Ryan Rolison,6600270465840552.0,Pitcher
Logan Rinehart,6602663507928220.0,Pitcher
Jack Mahoney,6602852000975683.0,Pitcher
Cole Ayers,6602921717128029.0,Pitcher
Trey McLoughlin,6603700826137764.0,Pitcher
Dylan Ray,6603728743757265.0,Pitcher
Cody Laweryson,6612783580168648.0,Pitcher
Hayden Wynja,6647635021844033.0,Pitcher
Chris Murphy,6651337839303873.0,Pitcher
Chris Jefferson,6658396547898552.0,Pitcher
Ryan Lobus,6658637757146264.0,Pitcher
Drew Pomeranz,6661067764705747.0,Pitcher
Jared Karros,6665172713153795.0,Pitcher
Nico Zeglin,6667655295463157.0,Pitcher
Patrick Halligan,6671035420797447.0,Pitcher
Peter Van Loon,6672214275875795.0,Pitcher
Kyle Carr,6674426309238971.0,Pitcher
Will Sanders,6675140869575496.0,Pitcher
Joe Elbis,6677315913756062.0,Pitcher
River Ryan,6678028604169704.0,Pitcher
Kaleb Bowman,6682609999354151.0,Pitcher
Will Childers,6684932627437636.0,Pitcher
Tyson Guerrero,6686777062715584.0,Pitcher
Tyler Ivey,6694137999021659.0,Pitcher
Aneury Lora,6702679199363733.0,Pitcher
Rorik Maltrud,6706335777186306.0,Pitcher
Yunior Tur,6709913307126910.0,Pitcher
Nestor German,6711668281086417.0,Pitcher
Mason Fluharty,6713242192154914.0,Pitcher
Nic Swanson,6715303153365425.0,Pitcher
Jason Blanchard,6717598515501141.0,Pitcher
Trey Gibson,6723016725403320.0,Pitcher
Tyler Samaniego,6723650782724583.0,Pitcher
Ryan Boyer,6727769806852176.0,Pitcher
Shane Rademacher,6737588787232538.0,Pitcher
Luis De León,6740829186569283.0,Pitcher
Freddy Pacheco,6743937054318506.0,Pitcher
Evan Marshall,6757170867143016.0,Pitcher
Austin Warren,6758528835831011.0,Pitcher
Yorman Gomez,6763039128892297.0,Pitcher
Chase Costello,6764846802208079.0,Pitcher
Spencer Giesting,6766131939802772.0,Pitcher
Blas Castano,6775262524618177.0,Pitcher
Matt Hardy,6787038837111998.0,Pitcher
David Morgan,6793761580353920.0,Pitcher
Eccel Correa,6795786373893612.0,Pitcher
Thomas Ireland,6816738895237146.0,Pitcher
Will Rudy,6824996193528630.0,Pitcher
Connelly Early,6827041771119317.0,Pitcher
Inohan Paniagua,6838316438659997.0,Pitcher
Graeme Stinson,6839398524185003.0,Pitcher
Erick Rodriguez,6842873797900580.0,Pitcher
Sean Sullivan,6845892233858102.0,Pitcher
Christian McGowan,6851065766078240.0,Pitcher
Miguel Gomez,6851646652375810.0,Pitcher
Jonathan Pintaro,6853533815957033.0,Pitcher
Hunter Dula,6857624029784877.0,Pitcher
Grant Kipp,6866653178408170.0,Pitcher
Brusdar Graterol,6876408573463236.0,Pitcher
Junior Fernández,6877034541552296.0,Pitcher
Josh Taylor,6890285358834494.0,Pitcher
Jacob Watters,6891838201671432.0,Pitcher
Joey Mancini,6892561747976076.0,Pitcher
Brady Choban,6895580299517103.0,Pitcher
Brandon White,6904522136805869.0,Pitcher
Hunter Hayes,6911192664957069.0,Pitcher
Oddanier Mosqueda,6911624541076209.0,Pitcher
Chris Kachmar,6917222700946318.0,Pitcher
Chase Anderson,6917301964164673.0,Pitcher
Samuel Perez,6917484796210354.0,Pitcher
Manuel Castro,6918655384180530.0,Pitcher
Kohl Drake,6920376396645334.0,Pitcher
Luke Young,6923538506037268.0,Pitcher
T.J. Nichols,6924768894567475.0,Pitcher
Tyler Wells,6924971621629792.0,Pitcher
Cesar Lares,6928846465946930.0,Pitcher
Francisco Pérez,6936354236553236.0,Pitcher
Matt Krook,6936706929895788.0,Pitcher
Ian Bedell,6942381407954289.0,Pitcher
Corey Avant,6945824417314011.0,Pitcher
Jason Savacool,6947463650402125.0,Pitcher
Dakota Hudson,6948051281304182.0,Pitcher
Matt Cronin,6951376267839839.0,Pitcher
Mason Adams,6957879954639039.0,Pitcher
Ty Adcock,6963640914459231.0,Pitcher
Bodi Rascon,6964587313942225.0,Pitcher
Eric Lauer,6969962603973953.0,Pitcher
Blake Money,6972275960960036.0,Pitcher
Mat Olsen,6972764490055993.0,Pitcher
Chris Campos,6973124746839359.0,Pitcher
Trent Baker,6973469407945392.0,Pitcher
Nick Hull,6973940453175270.0,Pitcher
Hunter Stanley,6974360152857132.0,Pitcher
Lazaro Estrada,6984544667468692.0,Pitcher
Tyler Palm,6997863516213890.0,Pitcher
Chris McElvain,6998350141097571.0,Pitcher
Sam Hentges,7005556335364053.0,Pitcher
Nick Merkel,7012494145647740.0,Pitcher
Kevin Gowdy,7012851101300870.0,Pitcher
Ken Waldichuk,7016800640897064.0,Pitcher
Aldrin Batista,7019021629548999.0,Pitcher
Brody McCullough,7021545470076304.0,Pitcher
Adrian Houser,7026611608207824.0,Pitcher
Manuel Rodriguez,7028412773787853.0,Pitcher
Travis Kuhn,7028445400056097.0,Pitcher
Yenrri Rojas,7030933716690206.0,Pitcher
Cam Schlittler,7031800632123116.0,Pitcher
Wil Jensen,7051776101752908.0,Pitcher
Jack Wenninger,7052406051702699.0,Pitcher
Ty Langenberg,7054883301006154.0,Pitcher
Blake Burkhalter,7060689662227290.0,Pitcher
Dylan Carmouche,7063330320833839.0,Pitcher
Grayson Thurman,7071018085713297.0,Pitcher
Roel Garcia III,7071150626451944.0,Pitcher
Drew Rom,7075153548015310.0,Pitcher
Edgar Barclay,7076400864606746.0,Pitcher
Jack Hartman,7081456774704510.0,Pitcher
Jack Sinclair,7083077705337244.0,Pitcher
Codi Heuer,7091294935226766.0,Pitcher
JJ Goss,7095393045564520.0,Pitcher
Austin Bergner,7095604880190621.0,Pitcher
Cade Winquest,7111456400607285.0,Pitcher
Cedric De Grandpre,7118577373282228.0,Pitcher
Aidan Anderson,7123471674404860.0,Pitcher
Oliver Ortega,7127365490355351.0,Pitcher
Joe Jacques,7131584601632901.0,Pitcher
Karl Kauffmann,7131663348840402.0,Pitcher
Braxton Bragg,7146662919989869.0,Pitcher
Brandyn Garcia,7149014385831545.0,Pitcher
Zak Kent,7155487618035795.0,Pitcher
Nate Dahle,7170356325425636.0,Pitcher
Trevor Martin,7172224420250637.0,Pitcher
Pedro Da Costa Lemos,7178972442420325.0,Pitcher
Travis Sthele,7185345213805208.0,Pitcher
Dwayne Matos,7185652947519304.0,Pitcher
Brett Standlee,7193614931297090.0,Pitcher
Jean Pinto,7201654405225015.0,Pitcher
Blair Henley,7207092520201354.0,Pitcher
Braydon Tucker,7217636807779075.0,Pitcher
Cameron Foster,7218921437739069.0,Pitcher
Blake Wehunt,7225755836014427.0,Pitcher
Tyler Yankosky,7233472895216763.0,Pitcher
Nolan Hoffman,7238612510364568.0,Pitcher
Erik Tolman,7239200949116906.0,Pitcher
Blake Adams,7243718217769562.0,Pitcher
Ryan Murphy,7244352733557501.0,Pitcher
Drew Sommers,7251473116183902.0,Pitcher
Chandler Jozwiak,7251490171481181.0,Pitcher
Eric Silva,7252905979500610.0,Pitcher
Chase Cohen,7254174448144010.0,Pitcher
Joe Nahas,7261500292029400.0,Pitcher
Drew Parrish,7262454895593194.0,Pitcher
Frankie Scalzo Jr.,7268110144133830.0,Pitcher
Tekoah Roby,7268141178715085.0,Pitcher
Joseph Montalvo,7282415668140536.0,Pitcher
Patricio Aquino,7285374279868010.0,Pitcher
Noah Davis,7289416098825010.0,Pitcher
Manuel Urias,7297790142138736.0,Pitcher
Jose Luis Reyes,7301764744180138.0,Pitcher
Ben Hernandez,7303141228392634.0,Pitcher
Alan Busenitz,7334460360361432.0,Pitcher
Garrett Irvin,7345769201101125.0,Pitcher
Ben Kudrna,7346161501859755.0,Pitcher
Wei-Chieh Huang,7352918801803112.0,Pitcher
Harold Melenge,7361010160183592.0,Pitcher
Edwin Jimenez,7362419442701789.0,Pitcher
Ryan Jennings,7372036672897635.0,Pitcher
Alonzo Richardson,7377166406485890.0,Pitcher
Chase Plymell,7378113823810678.0,Pitcher
Lucas Braun,7380562808149621.0,Pitcher
Konnor Pilkington,7381473119495720.0,Pitcher
Kyle Bradish,7384570894242957.0,Pitcher
Jimmy Joyce,7386867025029573.0,Pitcher
Jose Cabrera,7387501430540826.0,Pitcher
Carson Seymour,7395366852629054.0,Pitcher
Samuel Strickland,7397914039952998.0,Pitcher
Jonny Cuevas,7399629498492634.0,Pitcher
Daniel Blair,7411347025795234.0,Pitcher
Fernando Perez,7411770331300813.0,Pitcher
Leon Hunter Jr.,7415640272243650.0,Pitcher
Anders Tolhurst,7420623021162742.0,Pitcher
Brandon Waddell,7430608177649282.0,Pitcher
Henry Gomez,7437113264248253.0,Pitcher
Rhett Kouba,7451434425718074.0,Pitcher
Felix Arronde,7484381475073862.0,Pitcher
Jason Ruffcorn,7489402910957195.0,Pitcher
Patrick Murphy,7491532663689843.0,Pitcher
Myles Gayman,7502326855491366.0,Pitcher
Levi Stoudt,7517176745686507.0,Pitcher
Yu-Min Lin,7522611879193174.0,Pitcher
Gary Gill Hill,7530086635254621.0,Pitcher
T.J. Sikkema,7539775663052478.0,Pitcher
Jackson Wolf,7552041395882514.0,Pitcher
Cameron Wagoner,7556008946489546.0,Pitcher
Justin Bullock,7577416015332598.0,Pitcher
Blair Calvo,7579735652482818.0,Pitcher
Trevin Michael,7582178039307662.0,Pitcher
Jack Snyder,7584095681322821.0,Pitcher
Jake Pfennigs,7588755756452419.0,Pitcher
Gabriel Reyes,7609272416335306.0,Pitcher
Paul Bonzagni,7609849342196827.0,Pitcher
Chase Watkins,7612920155843942.0,Pitcher
Nick Richmond,7615959987341634.0,Pitcher
Gabriel Yanez,7623647343497398.0,Pitcher
Felipe De La Cruz,7634468414885621.0,Pitcher
Nick Dean,7636803916682083.0,Pitcher
Durbin Feltman,7641935711029059.0,Pitcher
Connor Van Scoyoc,7646342485895074.0,Pitcher
Davis Sharpe,7649422751131826.0,Pitcher
Eli Saul,7658654276098621.0,Pitcher
Nick Mondak,7662620736488029.0,Pitcher
Walter Ford,7677710031265389.0,Pitcher
Daniel Federman,7693684808946373.0,Pitcher
Luis Morales,7696935766664478.0,Pitcher
Christian Montes De Oca,7703145597737003.0,Pitcher
Garvin Alston,7710894816473450.0,Pitcher
Ixan Henderson,7738916094811946.0,Pitcher
Jacob Maton,7740213717100451.0,Pitcher
Dylan Hall,7748132817564378.0,Pitcher
Aaron Perry,7751158516530003.0,Pitcher
Cesar Perdomo,7775376513929280.0,Pitcher
Julian Aguiar,7778802574933266.0,Pitcher
Duque Hebbert,7781239366831110.0,Pitcher
Steven Jennings,7785287713015157.0,Pitcher
Cristian Hernandez,7789081124019099.0,Pitcher
Andrew Magno,7810403734453882.0,Pitcher
Jose Davila,7819312841979696.0,Pitcher
Alejandro Rosario,7830902387525254.0,Pitcher
Hunter Dobbins,7835366835732875.0,Pitcher
Anthony Solometo,7843122288719331.0,Pitcher
Rodney Hutchison,7848508356018709.0,Pitcher
Marquis Grissom Jr.,7848988586117251.0,Pitcher
Todd Peterson,7851263735387358.0,Pitcher
Alex Williams,7871417892092608.0,Pitcher
David Davalillo,7876035179256742.0,Pitcher
Jaden Hamm,7876321406051080.0,Pitcher
Gavin Stone,7879976159464637.0,Pitcher
Adonys Perez,7887829518641277.0,Pitcher
Alejandro Manzano,7894674336473570.0,Pitcher
Josh Winder,7901510271660586.0,Pitcher
Fernando Sanchez,7902875105355262.0,Pitcher
Austin Love,7915703092365446.0,Pitcher
Alec Gamboa,7915887813392915.0,Pitcher
Julio Urías,7916529133656320.0,Pitcher
TJ Shook,7918419546113378.0,Pitcher
Adam Maier,7921715617847526.0,Pitcher
Jack Leftwich,7922993491524560.0,Pitcher
Jack Dallas,7926741841790942.0,Pitcher
Luis González,7942302227356037.0,Pitcher
Max Alba,7957753006019091.0,Pitcher
Sem Robberse,7964566163458725.0,Pitcher
Brad Lord,7967225713541138.0,Pitcher
Listher Sosa,7975103531382858.0,Pitcher
Michael Rucker,7975892913281698.0,Pitcher
Tyler Owens,7977823714629685.0,Pitcher
Robert Colina,7978148587100085.0,Pitcher
Winston Santos,7979121342389858.0,Pitcher
Michael Plassmeyer,7996882249893554.0,Pitcher
Nolan McLean,7999626511333846.0,Pitcher
Ben Sears,8013224904596981.0,Pitcher
Dax Fulton,8024596697352688.0,Pitcher
M.D. Johnson,8028337354524146.0,Pitcher
Spencer Bengard,8033728075589779.0,Pitcher
Taylor Clarke,8039320175106216.0,Pitcher
Nick Krauth,8040529321418246.0,Pitcher
Tyler Jay,8054572901966450.0,Pitcher
Ryan Long,8058202313666266.0,Pitcher
Rodney Boone,8059418112345373.0,Pitcher
Will Johnston,8061589403229707.0,Pitcher
Zach Thompson,8080405740267821.0,Pitcher
Logan Gillaspie,8088626806973534.0,Pitcher
Robert Gasser,8100322044024190.0,Pitcher
Nolan Clenney,8105178816559579.0,Pitcher
Jayden Murray,8106048736546794.0,Pitcher
Cam Brown,8106601500868885.0,Pitcher
Joe Whitman,8108949306156298.0,Pitcher
Colton Johnson,8110926116062038.0,Pitcher
Sean Harney,8116433194174811.0,Pitcher
Riley Frey,8117306879885598.0,Pitcher
Bryan Caceres,8118848838842491.0,Pitcher
Evan Gates,8124189606460288.0,Pitcher
Sean Sullivan,8135337112180658.0,Pitcher
Michael Gomez,8139226586853645.0,Pitcher
Brett Kerry,8143143237028928.0,Pitcher
Taylor Floyd,8157307206541754.0,Pitcher
Tyler Schoff,8168721798033709.0,Pitcher
Elijah Dale,8177442987281718.0,Pitcher
Dominic Perachi,8180802444639814.0,Pitcher
Ryan Middendorf,8182305471011936.0,Pitcher
Grant Gambrell,8207266797629846.0,Pitcher
Duncan Davitt,8211492869231442.0,Pitcher
Tyler Schweitzer,8236148085300314.0,Pitcher
Colin Fields,8236842623660453.0,Pitcher
Yehizon Sanchez,8237364671946870.0,Pitcher
Nick Dombkowski,8237478675987669.0,Pitcher
Logan Clayton,8244705707591166.0,Pitcher
Cole Patten,8265002047272698.0,Pitcher
Will Dion,8265742927140328.0,Pitcher
Víctor Arano,8276778701159070.0,Pitcher
Kyle Jones,8287714606711934.0,Pitcher
Garrett Baumann,8297477463397554.0,Pitcher
Rayner Castillo,8305287630039450.0,Pitcher
Logan Workman,8305899698811494.0,Pitcher
Daniel Lloyd,8306277298696643.0,Pitcher
RJ Petit,8309888254749056.0,Pitcher
Packy Naughton,8311775772549411.0,Pitcher
Chandler Murphy,8314634016491123.0,Pitcher
Kendry Rojas,8315041058454738.0,Pitcher
Nick Garcia,8321868685961136.0,Pitcher
Emmett Olson,8343215856942157.0,Pitcher
Shohei Tomioka,8344185278460059.0,Pitcher
Emmanuel Reyes,8364818789951710.0,Pitcher
Brycen Mautz,8376183866797430.0,Pitcher
Bruce Zimmermann,8377908850686254.0,Pitcher
Chen-Wei Lin,8393708622895126.0,Pitcher
Juan Salas,8397174643626338.0,Pitcher
James Hicks,8397330254061798.0,Pitcher
Braeden Fausnaught,8398805732814979.0,Pitcher
Kevin Kopps,8410711653314776.0,Pitcher
Kyle Whitten,8426973802427322.0,Pitcher
Cameron Weston,8430226642959070.0,Pitcher
Andrew Quezada,8430690332108216.0,Pitcher
Noah Skirrow,8432297194379250.0,Pitcher
Grant Judkins,8436519701054338.0,Pitcher
Jack Perkins,8436854975277334.0,Pitcher
Wilkin Paredes,8440446681511166.0,Pitcher
Jesse Scholtens,8456466379156035.0,Pitcher
Brendan White,8456713755350558.0,Pitcher
Osvaldo Berrios,8460873114067901.0,Pitcher
Hunter Owen,8468419469873582.0,Pitcher
Garrett Stallings,8468657993657426.0,Pitcher
Ty Cummings,8474093768585152.0,Pitcher
John Rooney,8476459980933013.0,Pitcher
Brandon Knarr,8479548863520222.0,Pitcher
Joseph King,8489546101176717.0,Pitcher
Coleman Crow,8493992783859219.0,Pitcher
Brian Moran,8495984213928550.0,Pitcher
Jack Choate,8525737139807605.0,Pitcher
Mitch Bratt,8529885545835813.0,Pitcher
Hunter Patteson,8533608464612158.0,Pitcher
Nick Zwack,8539298268734346.0,Pitcher
Andrew Hoffmann,8541540482023912.0,Pitcher
Austin Schulfer,8542918774763330.0,Pitcher
Tommy Mace,8551056070592790.0,Pitcher
Cale Lansville,8573486177804262.0,Pitcher
Hunter Breault,8584631012249102.0,Pitcher
J.J. Niekro,8590330465618902.0,Pitcher
Wilfredo Pereira,8599899647215680.0,Pitcher
Sixto Sánchez,8618041584185339.0,Pitcher
Brayan Mendoza,8624846745402613.0,Pitcher
Randy Dobnak,8627139381382578.0,Pitcher
Connor McCullough,8633296024131888.0,Pitcher
Davis Daniel,8634271030440206.0,Pitcher
Sean Hermann,8654979643236941.0,Pitcher
Rob Griswold,8675423531287214.0,Pitcher
Joe Musgrove,8683950920802118.0,Pitcher
Chad Dallas,8683969186197134.0,Pitcher
Miguel Del Pozo,8684066966906955.0,Pitcher
Tzu-Chen Sha,8685662597301283.0,Pitcher
Tyler Cleveland,8709136216378083.0,Pitcher
Billy Corcoran,8715841256885027.0,Pitcher
Aaron Brown,8722974649391894.0,Pitcher
Michael Bienlien,8727703471288621.0,Pitcher
Darren McCaughan,8735825587506464.0,Pitcher
Luis Gutierrez,8738889224051616.0,Pitcher
Justin Kelly,8759561745325085.0,Pitcher
Darlin Saladin,8762953691826494.0,Pitcher
Nick Morreale,8763970709250149.0,Pitcher
Cesar Gomez,8780833709581635.0,Pitcher
C.J. Culpepper,8784099460736864.0,Pitcher
Orlando Ortiz-Mayr,8787002393019770.0,Pitcher
Kyle Virbitsky,8787722024139805.0,Pitcher
Ryan Watson,8795578611198118.0,Pitcher
Brayan Romero,8799126415942901.0,Pitcher
Tyler Eckberg,8810721325180830.0,Pitcher
Gabriel Jackson,8841498179940963.0,Pitcher
Nick Starr,8846882826058534.0,Pitcher
Santiago Suarez,8853283056276630.0,Pitcher
Manuel Veloz,8877305092499822.0,Pitcher
Ethan Bosacker,8885847541526344.0,Pitcher
Trey Dombroski,8891397951329826.0,Pitcher
Jaycob Deese,8892649786739142.0,Pitcher
Christian Scott,8916838231693805.0,Pitcher
Seth Elledge,8918800459884664.0,Pitcher
Steven Zobac,8922173473089510.0,Pitcher
Logan Shore,8925007607620112.0,Pitcher
Dylan Cumming,8931390870078723.0,Pitcher
Jordan Marks,8934403075951936.0,Pitcher
Yorlin Calderon,8937327419780947.0,Pitcher
Luis Moreno,8946571597198923.0,Pitcher
Trystan Vrieling,8951476278110938.0,Pitcher
Jonatan Bernal,8951686016525294.0,Pitcher
Joel Peguero,8964965315042701.0,Pitcher
Nick Fraze,8969965447970434.0,Pitcher
Baron Stuart,8971261475519978.0,Pitcher
Eric Yost,9029627193770336.0,Pitcher
Ryan Anderson,9061161387214184.0,Pitcher
Leonel Sequera,9068523699820314.0,Pitcher
Evan McKendry,9069637462234608.0,Pitcher
Jake Bennett,9071026601241414.0,Pitcher
Thomas Hatch,9072844350447502.0,Pitcher
Blake Beers,9073031952807198.0,Pitcher
Ryan Brown,9080619826980942.0,Pitcher
Antonio Jimenez,9095763750758690.0,Pitcher
Avery Short,9108027408056548.0,Pitcher
Anderson Bido,9120145048332186.0,Pitcher
Sam Armstrong,9124878523956248.0,Pitcher
Tyler Myrick,9128473076641896.0,Pitcher
Henry Baez,9137739027154936.0,Pitcher
Chase Solesky,9138185315011288.0,Pitcher
Jared Kollar,9165319437702532.0,Pitcher
Josh Hejka,9165768076730386.0,Pitcher
Geison Urbaez,9180358756740020.0,Pitcher
Brock Selvidge,9185192516066488.0,Pitcher
Jack Anderson,9206395993672676.0,Pitcher
PJ Poulin,9209682467958812.0,Pitcher
Robert Kwiatkowski,9226290065537960.0,Pitcher
Marcus Johnson,9230414023126010.0,Pitcher
Jake Palisch,9240124568594814.0,Pitcher
Darius Vines,9247251527384246.0,Pitcher
Po-Yu Chen,9256127933142520.0,Pitcher
Jake Brooks,9264556953701410.0,Pitcher
Pat Gallagher,9270720226656238.0,Pitcher
Dakota Hawkins,9271675615887052.0,Pitcher
Joander Suarez,9277601249619986.0,Pitcher
Bryan Sammons,9277643442199046.0,Pitcher
Zack Lee,9300705483375438.0,Pitcher
Mike Paredes,9307953693092682.0,Pitcher
Josh Stephan,9335859445007386.0,Pitcher
Jake Higginbotham,9336987915645566.0,Pitcher
Shaddon Peavyhouse,9345487762426482.0,Pitcher
Michael Cuevas,9357094522397920.0,Pitcher
Manuel Mercedes,9358090667050798.0,Pitcher
Ben Anderson,9361538424567264.0,Pitcher
John Stankiewicz,9401209524642600.0,Pitcher
Jimmy Kingsbury,9401288812113232.0,Pitcher
Ethan Routzahn,9434232202239744.0,Pitcher
Robinson Pina,9439076667110738.0,Pitcher
Daulton Jefferies,9464804428233146.0,Pitcher
Andrew Morris,9482017584132082.0,Pitcher
Austin Kitchen,9494858476921162.0,Pitcher
Keaton Winn,9523803488155898.0,Pitcher
Christian Romero,9525066282922382.0,Pitcher
Bradley Brehmer,9554387411816390.0,Pitcher
