Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,HR_z,R_z,RBI_z,SB_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,SV_z,ERA_z,WHIP_z,SV_contribution,ERA_contribution,WHIP_contribution
Karan Patel,,0.7007,,,0.9895,,,,0.145111,0.5758,,0.5108,,0.8596,0.0464,,,,,,0.253796,0.114632,0.192908,,,,,,,,0.291763,,,,,,,,,,-0.0077015,999.0,,,,sa1169765,,,,,0.676215712108207,,,,,0.0,1.0,P,0.0468,0.0596,0.0227,4.84623,0.0637,0.0,0.0,1.0,4.456,0.53847,7.7364,4.5972,1.68285,1.306,0.0782764926552772,1.5003,0.712719,0.392393,,5.00532,-0.0476438,-0.0737310226527085,0.3907697637180834,0.3591769710428321,-0.043,0.227,0.209
Daniel Martinez,,0.5993,,,1.048,,,,0.162111,0.5948,,0.4083,,0.7562,0.0534,,,,,,0.264293,0.0922295,0.170815,,,,,,,,0.290742,,,,,,,,,,-0.00930469,999.0,,,,sa3007734,,,,,0.6761758469982887,,,,,0.0,1.0,P,0.0462,0.0632,0.0289,5.02416,0.0853,0.0,0.0,1.0,4.427,0.55824,6.8058,3.6747,1.85207,1.459,0.0785859525203704,1.4563,0.70078,0.37901,,5.14662,-0.0476533,-0.0737310226527085,0.21967926817895012,0.5302276014720471,-0.043,0.128,0.308
Randy Wynne,CIN,1.0,,,1.1601,,,,0.206,0.6241,,0.23,,0.6182,0.0429,,,,,,0.283775,0.0527402,0.141756,,,,,,,,0.292319,,,,,,,,,,-0.00894551,999.0,,,,25804,,,,,0.6751194727055474,,,,,0.0,1.0,P,0.0437,0.0542,0.0,5.2929,0.0,0.0,0.0,1.0,4.361,0.5881,5.5638,2.07,2.68783,1.854,0.0890162773430347,1.3901,0.695289,0.380131,,5.42678,-0.041617,-0.0737310226527085,-0.03873055462320095,0.7875810499814568,-0.043,-0.023,0.458
Joe Adametz,DET,0.2002,,,1.1064,,,,0.113222,0.5671,,0.4336,,0.5622,0.052,,,,,,0.277127,0.0968289,0.125547,,,,,,,,0.299423,,,,,,,,,,-9.99029e-05,999.0,,,,sa3022323,,,,,0.6749714725044595,,,,,0.0,1.0,P,0.0499,0.0709,0.0698,4.68702,0.1702,0.0,0.0,1.0,4.478,0.52078,5.0598,3.9024,1.29659,1.019,0.0287181735038757,1.54,0.70424,0.506571,,4.97077,-0.000679999,-0.0737310226527085,0.5438598429334232,0.20484265222374481,-0.043,0.316,0.119
Corbin Martin,BAL,0.7048,,,1.0406,,,,0.154,0.5841,,0.4437,,0.7897,0.0414,,,,,,0.263583,0.10009,0.178141,,,,,,,,0.29512,,,,,,,,,,-0.00921113,999.0,,,,19884,,,,,0.6742894582016805,,,,,0.0,1.0,P,0.0478,0.0585,0.0217,4.91292,0.0628,0.0,0.0,1.0,4.433,0.54588,7.1073,3.9933,1.77981,1.386,0.0780509784817695,1.4843,0.709545,0.409848,,5.04438,-0.0510243,-0.0737310226527085,0.3266432805645696,0.4213772002898194,-0.043,0.19,0.245
Chris Jefferson,SEA,0.8574,,,1.0278,,,,0.151667,0.5813,,0.4631,,0.7517,0.048,,,,,,0.260407,0.103881,0.168618,,,,,,,,0.287867,,,,,,,,,,-0.0123833,999.0,,,,sa3017816,,,,,0.674074759787276,,,,,0.0,1.0,P,0.0435,0.0585,0.0102,4.88646,0.0304,0.0,0.0,1.0,4.458,0.54294,6.7653,4.1679,1.62319,1.365,0.0647375434637069,1.4909,0.711422,0.40005,,5.16805,-0.0552986,-0.0737310226527085,0.3520861767145471,0.3957196057254374,-0.043,0.205,0.23
Zach Haake,,0.6792,,,1.0335,,,,0.162556,0.5921,,0.4286,,0.7741,0.0478,,,,,,0.261407,0.0967494,0.17474,,,,,,,,0.288684,,,,,,,,,,-0.00945306,999.0,,,,sa3008523,,,,,0.6727537062402864,,,,,0.0,1.0,P,0.0458,0.0613,0.0227,5.00427,0.0682,0.0,0.0,1.0,4.43,0.55603,6.9669,3.8574,1.80611,1.463,0.0779909789562225,1.4621,0.704726,0.369994,,5.1607,-0.0476438,-0.0737310226527085,0.23880471052298088,0.5076800183700141,-0.043,0.139,0.295
Henry Baez,SDP,0.1754,,,1.0817,,,,0.142667,0.5871,,0.4057,,0.666,0.0517,,,,,,0.273046,0.0918081,0.150713,,,,,,,,0.297828,,,,,,,,,,-9.99029e-05,999.0,,,,sa3016584,,,,,0.6723633979672103,,,,,0.0,1.0,P,0.0521,0.0692,0.068,4.90239,0.1754,0.0,0.0,1.0,4.419,0.54471,5.994,3.6513,1.64161,1.284,0.0589047372341156,1.4874,0.699172,0.467587,,5.06135,-0.000679999,-0.0737310226527085,0.3367685147467036,0.4093259058732152,-0.043,0.196,0.238
Alaska Abney,CLE,12.0,,,12.2939,,,,1.70533,6.9488,,5.6705,,9.7299,0.721,,,,,,0.26018,0.105708,0.181382,,,,,,,,0.295636,,,,,,,,,,-0.109243,999.0,,,,sa3017308,,,,,0.6720813404780355,,,,,0.0,1.0,P,0.5313,0.6434,0.0,4.86375,0.0,0.0,0.6528,12.0,53.643,6.485,7.29743,4.25287,1.71588,1.279,0.0756743773818016,1.49703,0.707174,0.415537,,4.99015,-0.103605,-0.0737310226527085,0.3739232202355594,0.37188914289518465,-0.043,0.217,0.216
Luis Reyes,,0.8854,,,1.0586,,,,0.126444,0.5726,,0.462,,0.6966,0.0567,,,,,,0.268387,0.103518,0.156083,,,,,,,,0.298648,,,,,,,,,,-0.00734847,999.0,,,,sa737048,,,,,0.6708585648819791,,,,,0.0,1.0,P,0.0458,0.0554,0.0084,4.76973,0.0244,0.0,0.0,1.0,4.463,0.52997,6.2694,4.158,1.50779,1.138,0.0525655373930931,1.5206,0.705579,0.475009,,4.97316,-0.0476533,-0.0737310226527085,0.46432915734897057,0.2802604301857171,-0.043,0.27,0.163
Humberto Mejía,,0.1754,,,1.0989,,,,0.185889,0.6128,,0.3159,,0.691,0.0377,,,,,,0.272924,0.0721233,0.157763,,,,,,,,0.28989,,,,,,,,,,-9.99029e-05,999.0,,,,20739,,,,,0.6708307596863815,,,,,0.0,1.0,P,0.0485,0.0731,0.0623,5.1975,0.1754,0.0,0.0,1.0,4.38,0.5775,6.219,2.8431,2.1874,1.673,0.0856392607092857,1.4148,0.69464,0.354345,,5.26184,-0.000679999,-0.0737310226527085,0.05300233625767033,0.6915594460814197,-0.043,0.031,0.402
Odrisamer Despaigne,,0.1812,,,1.0805,,,,0.169111,0.6006,,0.3669,,0.7142,0.0446,,,,,,0.271244,0.0834812,0.162503,,,,,,,,0.293979,,,,,,,,,,-9.99029e-05,999.0,,,,16017,,,,,0.67027378778839,,,,,0.0,1.0,P,0.0508,0.0704,0.0643,5.06628,0.1742,0.0,0.0,1.0,4.395,0.56292,6.4278,3.3021,1.94658,1.522,0.0790216252207756,1.4474,0.699462,0.397711,,5.17102,-0.000679999,-0.0737310226527085,0.17917833145041503,0.5648264789906834,-0.043,0.104,0.328
Jake Newberry,,1.0,,,1.0489,,,,0.161222,0.5911,,0.4161,,0.7606,0.0454,,,,,,0.26424,0.0939066,0.171654,,,,,,,,0.291264,,,,,,,,,,-0.00905854,999.0,,,,15136,,,,,0.6698743396095002,,,,,0.0,1.0,P,0.0445,0.0534,0.0,4.99554,0.0,0.0,0.0,1.0,4.431,0.55506,6.8454,3.7449,1.82793,1.451,0.0777476802468299,1.465,0.705162,0.373003,,5.12567,-0.0476438,-0.0737310226527085,0.24719913544321143,0.4964062268189972,-0.043,0.144,0.289
Samuel Strickland,ATL,1.0,,,1.053,,,,0.15,0.5784,,0.4441,,0.7268,0.0405,,,,,,0.265681,0.0998426,0.163399,,,,,,,,0.292555,,,,,,,,,,-0.0104709,999.0,,,,sa3017139,,,,,0.669530315613574,,,,,0.0,1.0,P,0.0474,0.0505,0.0,4.86612,0.0,0.0,0.0,1.0,4.448,0.54068,6.5412,3.9969,1.63657,1.35,0.0635566711425781,1.4971,0.713775,0.391022,,5.11668,-0.0462465,-0.0737310226527085,0.3716443213740535,0.37161701689222904,-0.043,0.216,0.216
Ricky Karcher,,1.0,,,0.8985,,,,0.121889,0.5476,,0.6682,,1.0187,0.0468,,,,,,0.236697,0.148127,0.225826,,,,,,,,0.292464,,,,,,,,,,-0.00604363,999.0,,,,23449,,,,,0.6691386441722725,,,,,0.0,1.0,P,0.0463,0.0516,0.0,4.58514,0.0,0.0,0.0,1.0,4.511,0.50946,9.1683,6.0138,1.52454,1.097,0.0776989609003067,1.5667,0.729985,0.407006,,4.85864,-0.0476438,-0.0737310226527085,0.6418236471571459,0.1010460196678351,-0.043,0.373,0.059
Owen Wild,TBR,0.1911,,,1.0451,,,,0.168444,0.5998,,0.4014,,0.7548,0.0443,,,,,,0.263761,0.0910617,0.171234,,,,,,,,0.288463,,,,,,,,,,-9.99029e-05,999.0,,,,sa3023278,,,,,0.6686666633609192,,,,,0.0,1.0,P,0.0478,0.0733,0.0633,5.07159,0.1721,0.0,0.0,1.0,4.408,0.56351,6.7932,3.6126,1.88042,1.516,0.0801724269986152,1.4465,0.69936,0.371215,,5.18376,-0.000679999,-0.0737310226527085,0.17407244412780082,0.5683252418858269,-0.043,0.101,0.331
Luis Madrazo,SDP,1.0,,,0.9964,,,,0.141667,0.5729,,0.5143,,0.8376,0.0519,,,,,,0.256289,0.115469,0.188056,,,,,,,,0.293871,,,,,,,,,,-0.00750693,999.0,,,,sa3019134,,,,,0.6673728321273991,,,,,0.0,1.0,P,0.0459,0.052,0.0,4.81338,0.0,0.0,0.0,1.0,4.454,0.53482,7.5384,4.6287,1.62862,1.275,0.0725864395499229,1.5107,0.714587,0.412586,,5.03155,-0.0501554,-0.0737310226527085,0.42235703274781705,0.31874682203229054,-0.043,0.246,0.185
Jacob DeLabio,HOU,1.0,,,0.9908,,,,0.141444,0.5752,,0.5147,,0.8659,0.0503,,,,,,0.25477,0.115559,0.19441,,,,,,,,0.294746,,,,,,,,,,-0.00757245,999.0,,,,sa3017011,,,,,0.6669047359529265,,,,,0.0,1.0,P,0.046,0.0519,0.0,4.83489,0.0,0.0,0.0,1.0,4.454,0.53721,7.7931,4.6323,1.68234,1.273,0.078850470483303,1.5055,0.711523,0.409931,,4.96846,-0.049637,-0.0737310226527085,0.40167386206807426,0.33896189653756087,-0.043,0.234,0.197
Jake Pilarski,,1.0,,,1.0312,,,,0.134333,0.5728,,0.4835,,0.785,0.0466,,,,,,0.262532,0.108457,0.176088,,,,,,,,0.298104,,,,,,,,,,-0.00688589,999.0,,,,sa3020685,,,,,0.6667942749311155,,,,,0.0,1.0,P,0.0452,0.0527,0.0,4.79781,0.0,0.0,0.0,1.0,4.458,0.53309,7.065,4.3515,1.62358,1.209,0.0676312297582626,1.5147,0.709993,0.434003,,4.93311,-0.0476438,-0.0737310226527085,0.4373285328632802,0.30319676472054374,-0.043,0.254,0.176
Luis Oviedo,,0.972,,,1.0031,,,,0.132333,0.573,,0.5115,,0.8146,0.0659,,,,,,0.257232,0.114251,0.181952,,,,,,,,0.294909,,,,,,,,,,-0.00752639,999.0,,,,21728,,,,,0.6644137315448637,,,,,0.0,1.0,P,0.0454,0.0533,0.002,4.80069,0.006,0.0,0.0,1.0,4.477,0.53341,7.3314,4.6035,1.59257,1.191,0.0677015855908393,1.5146,0.708325,0.432015,,4.98981,-0.0476438,-0.0737310226527085,0.43455923804423485,0.30358551615333734,-0.043,0.253,0.177
Valentin Linarez,PIT,1.0,,,1.0211,,,,0.123444,0.5676,,0.5068,,0.7997,0.0538,,,,,,0.260924,0.113277,0.178744,,,,,,,,0.300194,,,,,,,,,,-0.00575401,999.0,,,,sa3006557,,,,,0.6639417451356406,,,,,0.0,1.0,P,0.0447,0.0532,0.0,4.74741,0.0,0.0,0.0,1.0,4.474,0.52749,7.1973,4.5612,1.57794,1.111,0.0654671415686607,1.5279,0.708668,0.440237,,4.85366,-0.0446113,-0.0737310226527085,0.4857911921965702,0.2518815755917789,-0.043,0.283,0.146
Mike Foltynewicz,,0.229,,,1.1303,,,,0.185222,0.6166,,0.2806,,0.6617,0.05,,,,,,0.27899,0.0640347,0.151004,,,,,,,,0.294924,,,,,,,,,,-9.99029e-05,999.0,,,,10811,,,,,0.6638377070129735,,,,,0.0,1.0,P,0.0476,0.0725,0.0571,5.22054,0.164,0.0,0.0,1.0,4.382,0.58006,5.9553,2.5254,2.35816,1.667,0.0869694128632545,1.4109,0.689743,0.378991,,5.24277,-0.000679999,-0.0737310226527085,0.03084797770530915,0.7067207519603729,-0.043,0.018,0.411
Enmanuel Mejia,PHI,0.6677,,,0.9986,,,,0.144889,0.5772,,0.5062,,0.8068,0.0493,,,,,,0.256743,0.113881,0.181507,,,,,,,,0.290594,,,,,,,,,,-0.00672165,999.0,,,,sa3009262,,,,,0.6633950826396307,,,,,0.0,1.0,P,0.0483,0.0591,0.0248,4.84137,0.0707,0.0,0.0,1.0,4.445,0.53793,7.2612,4.5558,1.59384,1.304,0.0676265433430671,1.5048,0.712467,0.426204,,5.10294,-0.0460121,-0.0737310226527085,0.395442948725222,0.3416831565671172,-0.043,0.23,0.199
Gabe Klobosits,,1.0,,,1.0532,,,,0.153667,0.588,,0.4212,,0.7681,0.0466,,,,,,0.265343,0.094929,0.173112,,,,,,,,0.295177,,,,,,,,,,-0.00799517,999.0,,,,19881,,,,,0.6633612456209165,,,,,0.0,1.0,P,0.0446,0.0533,0.0,4.96431,0.0,0.0,0.0,1.0,4.437,0.55159,6.9129,3.7908,1.8236,1.383,0.0781834721565246,1.4744,0.703902,0.381994,,5.03135,-0.0476438,-0.0737310226527085,0.2772286761372322,0.4598635921363928,-0.043,0.161,0.267
Wilkin Ramos,PIT,1.0,,,1.0239,,,,0.105222,0.5556,,0.538,,0.7848,0.0575,,,,,,0.262774,0.119768,0.174711,,,,,,,,0.305566,,,,,,,,,,-0.00459516,999.0,,,,sa3006487,,,,,0.663221221427343,,,,,0.0,1.0,P,0.0452,0.0527,0.0,4.6107,0.0,0.0,0.0,1.0,4.492,0.5123,7.0632,4.842,1.45874,0.947,0.0549421161413192,1.5619,0.711373,0.494886,,4.75127,-0.0446113,-0.0737310226527085,0.6172461556381206,0.11970608844193092,-0.043,0.359,0.07
Jackson Ferris,LAD,0.1754,,,1.0193,,,,0.153333,0.5797,,0.4812,,0.8014,0.0522,,,,,,0.260251,0.108135,0.18009,,,,,,,,0.292372,,,,,,,,,,-9.99029e-05,999.0,,,,sa3020891,,,,,0.6629763825569168,,,,,0.0,1.0,P,0.0571,0.064,0.0688,4.85919,0.1754,0.0,0.0,1.0,4.45,0.53991,7.2126,4.3308,1.66542,1.38,0.0719550549983978,1.5005,0.716111,0.428051,,5.15721,-0.000679999,-0.0737310226527085,0.3783079370323806,0.35839946817724483,-0.043,0.22,0.208
Michel Baez,,1.0,,,1.0198,,,,0.146444,0.5804,,0.4752,,0.794,0.0603,,,,,,0.260652,0.106835,0.178507,,,,,,,,0.293856,,,,,,,,,,-0.00816703,999.0,,,,20100,,,,,0.6623764337343976,,,,,0.0,1.0,P,0.0456,0.0523,0.0,4.88205,0.0,0.0,0.0,1.0,4.448,0.54245,7.146,4.2768,1.67088,1.318,0.0716726779937744,1.495,0.709004,0.41018,,5.08876,-0.0501649,-0.0737310226527085,0.35632665940621,0.37978079698089606,-0.043,0.207,0.221
Jeff Lindgren,,1.0,,,1.0686,,,,0.157667,0.5921,,0.3997,,0.6939,0.0482,,,,,,0.268149,0.0901647,0.156531,,,,,,,,0.290705,,,,,,,,,,-0.00958076,999.0,,,,25830,,,,,0.6611129440927819,,,,,0.0,1.0,P,0.0444,0.0535,0.0,4.99131,0.0,0.0,0.0,1.0,4.433,0.55459,6.2451,3.5973,1.73605,1.419,0.0663658902049064,1.4683,0.702327,0.390989,,5.17205,-0.0476438,-0.0737310226527085,0.25126653720868375,0.48357742953680666,-0.043,0.146,0.281
Adrian Hernandez,,1.0,,,0.9953,,,,0.138222,0.5734,,0.516,,0.844,0.0585,,,,,,0.255238,0.115333,0.188645,,,,,,,,0.293794,,,,,,,,,,-0.00762863,999.0,,,,sa3006177,,,,,0.6608863813020689,,,,,0.0,1.0,P,0.0452,0.0527,0.0,4.8177,0.0,0.0,0.0,1.0,4.474,0.5353,7.596,4.644,1.63566,1.244,0.0733124688267707,1.5113,0.711722,0.408006,,4.99887,-0.0476438,-0.0737310226527085,0.4182030905192494,0.31641431343552795,-0.043,0.243,0.184
Austin Drury,,1.0,,,1.02,,,,0.121556,0.5571,,0.5352,,0.7775,0.0468,,,,,,0.261003,0.119198,0.173163,,,,,,,,0.298591,,,,,,,,,,-0.00693775,999.0,,,,sa3008043,,,,,0.6605361336769258,,,,,0.0,1.0,P,0.0459,0.052,0.0,4.64058,0.0,0.0,0.0,1.0,4.49,0.51562,6.9975,4.8168,1.45273,1.094,0.0539643540978431,1.5552,0.720638,0.453995,,4.9377,-0.0476438,-0.0737310226527085,0.5885147218905268,0.1457524344391074,-0.043,0.342,0.085
Misael Tamarez,HOU,0.3956,,,1.0107,,,,0.156556,0.5881,,0.4677,,0.8064,0.0378,,,,,,0.258128,0.105791,0.182402,,,,,,,,0.289291,,,,,,,,,,-9.99029e-05,999.0,,,,sa3009632,,,,,0.6604460959210631,,,,,0.0,1.0,P,0.0498,0.0655,0.0463,4.95117,0.1286,0.0,0.0,1.0,4.421,0.55013,7.2576,4.2093,1.72418,1.409,0.0766116306185722,1.4784,0.707024,0.399299,,5.1054,-0.000679999,-0.0737310226527085,0.28986358374912563,0.444313534824646,-0.043,0.169,0.258
Will Sanders,CHC,0.1829,,,1.0596,,,,0.150111,0.5914,,0.4151,,0.7469,0.0495,,,,,,0.267616,0.0938291,0.168829,,,,,,,,0.296987,,,,,,,,,,-9.99029e-05,999.0,,,,sa3023508,,,,,0.6600314797451565,,,,,0.0,1.0,P,0.051,0.0702,0.0661,4.96656,0.1739,0.0,0.0,1.0,4.424,0.55184,6.7221,3.7359,1.79933,1.351,0.0750000104308128,1.4747,0.698512,0.424103,,5.01792,-0.000679999,-0.0737310226527085,0.2750651645598531,0.4586973378380119,-0.043,0.16,0.267
Jordan Yamamoto,,0.5053,,,1.09,,,,0.169444,0.6054,,0.3477,,0.7168,0.0512,,,,,,0.271746,0.0788435,0.16254,,,,,,,,0.294591,,,,,,,,,,-0.00913388,999.0,,,,17585,,,,,0.657616127247992,,,,,0.0,1.0,P,0.0465,0.0657,0.0365,5.11866,0.1053,0.0,0.0,1.0,4.41,0.56874,6.4512,3.1293,2.06155,1.525,0.0836961343884468,1.4377,0.693307,0.382992,,5.13236,-0.0476438,-0.0737310226527085,0.128811781929031,0.6025353679716695,-0.043,0.075,0.35
Scott Kobos,,1.0,,,0.9585,,,,0.135222,0.5591,,0.5834,,0.9067,0.0459,,,,,,0.247886,0.12976,0.201668,,,,,,,,0.291449,,,,,,,,,,-0.00763879,999.0,,,,sa3014856,,,,,0.6575465015623411,,,,,0.0,1.0,P,0.0458,0.0521,0.0,4.69746,0.0,0.0,0.0,1.0,4.496,0.52194,8.1603,5.2506,1.55417,1.217,0.0719083696603775,1.5419,0.726607,0.385992,,4.99887,-0.0476533,-0.0737310226527085,0.5338211492143845,0.197456375000665,-0.043,0.31,0.115
Railin Perez,HOU,1.0,,,0.9928,,,,0.123111,0.5644,,0.5468,,0.8408,0.0566,,,,,,0.256365,0.122163,0.187846,,,,,,,,0.298997,,,,,,,,,,-0.00674106,999.0,,,,sa3009622,,,,,0.657054874039223,,,,,0.0,1.0,P,0.0464,0.0515,0.0,4.70727,0.0,0.0,0.0,1.0,4.476,0.52303,7.5672,4.9212,1.53767,1.108,0.0656836479902267,1.5396,0.713259,0.46472,,4.89552,-0.049637,-0.0737310226527085,0.5243882387370121,0.20639765795491932,-0.043,0.305,0.12
Spencer Giesting,ARI,0.1754,,,1.0748,,,,0.126889,0.5776,,0.4353,,0.7427,0.0515,,,,,,0.271195,0.0978202,0.166899,,,,,,,,0.306409,,,,,,,,,,-9.99029e-05,999.0,,,,sa3020402,,,,,0.6558588666289358,,,,,0.0,1.0,P,0.0548,0.0665,0.0694,4.82778,0.1754,0.0,0.0,1.0,4.45,0.53642,6.6843,3.9177,1.70618,1.142,0.0690786466002464,1.5101,0.699836,0.448525,,4.79104,-0.000679999,-0.0737310226527085,0.40851055865259195,0.3210793306290523,-0.043,0.238,0.187
Andrew Baker,PHI,1.0,,,0.9439,,,,0.128778,0.5579,,0.606,,0.9202,0.0454,,,,,,0.246539,0.135268,0.205402,,,,,,,,0.293249,,,,,,,,,,-0.00506739,999.0,,,,sa3017196,,,,,0.6554374420757272,,,,,0.0,1.0,P,0.0469,0.051,0.0,4.66731,0.0,0.0,0.0,1.0,4.48,0.51859,8.2818,5.454,1.51848,1.159,0.0701339244842529,1.5499,0.724293,0.431647,,4.95439,-0.0460026,-0.0737310226527085,0.5628122043512642,0.16635626037717138,-0.043,0.327,0.097
Eduarniel Nunez,SDP,1.0,,,0.9762,,,,0.126222,0.5609,,0.5703,,0.8382,0.0551,,,,,,0.253387,0.127356,0.187182,,,,,,,,0.294295,,,,,,,,,,-0.00721962,999.0,,,,sa3005284,,,,,0.6548950571585815,,,,,0.0,1.0,P,0.0464,0.0515,0.0,4.68162,0.0,0.0,0.0,1.0,4.478,0.52018,7.5438,5.1327,1.46975,1.136,0.0598258227109909,1.5465,0.719527,0.451689,,5.00717,-0.050146,-0.0737310226527085,0.5490522707191335,0.17957380909215645,-0.043,0.319,0.104
Junior Guerra,,0.9876,,,1.0273,,,,0.135,0.5705,,0.4963,,0.8093,0.0443,,,,,,0.262643,0.111478,0.181783,,,,,,,,0.300731,,,,,,,,,,-0.00508986,999.0,,,,5702,,,,,0.6548689987434104,,,,,0.0,1.0,P,0.0453,0.053,0.0009,4.77423,0.0026,0.0,0.0,1.0,4.452,0.53047,7.2837,4.4667,1.63067,1.215,0.0703054815530777,1.5236,0.714147,0.445904,,4.92468,-0.0465893,-0.0737310226527085,0.4600021341942123,0.2685978872019066,-0.043,0.268,0.156
Dylan Bice,,0.8516,,,1.0436,,,,0.160556,0.5908,,0.4257,,0.7747,0.0397,,,,,,0.263362,0.0961382,0.174955,,,,,,,,0.291689,,,,,,,,,,-0.00877498,999.0,,,,sa918551,,,,,0.6545426754088947,,,,,0.0,1.0,P,0.0451,0.0571,0.0103,4.9941,0.0316,0.0,0.0,1.0,4.428,0.5549,6.9723,3.8313,1.81983,1.445,0.0788166150450706,1.4693,0.705893,0.370361,,5.1005,-0.0476438,-0.0737310226527085,0.24858378285273366,0.4796899152088695,-0.043,0.145,0.279
Riley Thompson,,0.342,,,1.0621,,,,0.155556,0.5911,,0.4138,,0.7144,0.033,,,,,,0.267585,0.0937047,0.161775,,,,,,,,0.292505,,,,,,,,,,-9.99029e-05,999.0,,,,sa876287,,,,,0.6542414365313949,,,,,0.0,1.0,P,0.0486,0.0682,0.0511,4.96773,0.14,0.0,0.0,1.0,4.416,0.55197,6.4296,3.7242,1.72644,1.4,0.068070650100708,1.4759,0.70327,0.412013,,5.1003,-0.000679999,-0.0737310226527085,0.27394013853961585,0.4540323206444875,-0.043,0.159,0.264
Jeisson Cabrera,,0.878,,,0.9787,,,,0.141222,0.5731,,0.5342,,0.882,0.0506,,,,,,0.251775,0.119454,0.197227,,,,,,,,0.292418,,,,,,,,,,-0.00756992,999.0,,,,sa3006501,,,,,0.6497335519809473,,,,,0.0,1.0,P,0.0459,0.0556,0.0089,4.82283,0.026,0.0,0.0,1.0,4.472,0.53587,7.938,4.8078,1.65107,1.271,0.0777728110551834,1.5129,0.714574,0.392994,,4.99277,-0.0476533,-0.0737310226527085,0.41327028412282585,0.31019429051082986,-0.043,0.24,0.18
Kyle Johnson,,1.0,,,1.039,,,,0.129667,0.5728,,0.4831,,0.7635,0.054,,,,,,0.264316,0.108124,0.170882,,,,,,,,0.299346,,,,,,,,,,-0.00692356,999.0,,,,sa921678,,,,,0.6476326603079465,,,,,0.0,1.0,P,0.0452,0.0527,0.0,4.78782,0.0,0.0,0.0,1.0,4.468,0.53198,6.8715,4.3479,1.58042,1.167,0.0627573803067207,1.5221,0.708133,0.451001,,4.93645,-0.0476438,-0.0737310226527085,0.44693452426684327,0.27442915869381185,-0.043,0.26,0.16
Charlie Barnes,,0.2769,,,1.1064,,,,0.160778,0.5989,,0.3506,,0.6593,0.0496,,,,,,0.27558,0.0794111,0.149332,,,,,,,,0.295995,,,,,,,,,,-9.99029e-05,999.0,,,,19865,,,,,0.6471462861878037,,,,,0.0,1.0,P,0.0488,0.0697,0.0564,5.05152,0.1539,0.0,0.0,1.0,4.415,0.56128,5.9337,3.1554,1.88049,1.447,0.0699207410216331,1.457,0.69656,0.386993,,5.13859,-0.000679999,-0.0737310226527085,0.19337096739802134,0.5275063414424909,-0.043,0.112,0.307
Chase Dollander,COL,11.34,,,67.7369,,,,10.6796,38.9657,,25.7359,,56.8718,3.7271,,,,,,0.265337,0.090381,0.199726,,,,,,,,0.303925,,,,,,,,,,0.430384,999.0,,,,sa3023361,,,,,0.6463749637058708,,,,,0.0,1.0,P,3.0845,4.7752,4.153,5.09639,11.34,0.0,0.0,64.638,284.749,36.6023,7.91866,3.58339,2.20982,1.487,0.1093450710177421,1.4461,0.69417,0.39787,,4.92211,0.64301,-0.0737310226527085,0.15022573874157788,0.5698802476170014,-0.043,0.087,0.331
Robert Broom,CLE,1.0,,,1.0525,,,,0.144444,0.5834,,0.4423,,0.7741,0.0468,,,,,,0.265454,0.099304,0.173799,,,,,,,,0.298079,,,,,,,,,,-0.00879285,999.0,,,,sa3007235,,,,,0.6453266012023819,,,,,0.0,1.0,P,0.0441,0.0538,0.0,4.90059,0.0,0.0,0.0,1.0,4.454,0.54451,6.9669,3.9807,1.75017,1.3,0.074494831264019,1.4948,0.705103,0.419565,,4.96336,-0.0503559,-0.0737310226527085,0.3384993240086062,0.3805582998464842,-0.043,0.197,0.221
Nate Peterson,MIL,0.2892,,,1.0566,,,,0.158778,0.5865,,0.4288,,0.7641,0.0376,,,,,,0.265838,0.0965548,0.172056,,,,,,,,0.294202,,,,,,,,,,-9.99029e-05,999.0,,,,sa3020804,,,,,0.6448299176802573,,,,,0.0,1.0,P,0.0495,0.0687,0.0566,4.93911,0.1512,0.0,0.0,1.0,4.441,0.54879,6.8769,3.8592,1.78195,1.429,0.0755010098218917,1.4854,0.711655,0.392222,,5.10159,-0.000679999,-0.0737310226527085,0.30146000580387716,0.41710093452908864,-0.043,0.175,0.243
Bailey Dees,NYY,0.182,,,1.0387,,,,0.176556,0.6003,,0.4167,,0.7491,0.0496,,,,,,0.261657,0.093936,0.168868,,,,,,,,0.283223,,,,,,,,,,-9.99029e-05,999.0,,,,sa3017946,,,,,0.6443661009506059,,,,,0.0,1.0,P,0.0513,0.0699,0.0643,5.06088,0.174,0.0,0.0,1.0,4.436,0.56232,6.7419,3.7503,1.7977,1.589,0.0749323815107345,1.4554,0.707734,0.390501,,5.3624,-0.000679999,-0.0737310226527085,0.18437075923612456,0.5337263643671898,-0.043,0.107,0.31
